action_name,leaf_value,effort_level,time,user_id,categories
Check and Clean your mini-split heat pump filters (indoor),1,Med,1743350905000,2a516035-069c-475c-be55-26749429627b,Energy Efficiency
Drive with Eco Mode this week,1,Low,1743350923000,2a516035-069c-475c-be55-26749429627b,Transportation and Travel
"If you fly, fly light",1,Low,1743350929000,2a516035-069c-475c-be55-26749429627b,Transportation and Travel
Replace or clean your air filters this season,6,Low,1743350958000,2a516035-069c-475c-be55-26749429627b,Around the House
Install solar-powered outdoor lights,8,Med,1743351023000,2a516035-069c-475c-be55-26749429627b,Around the House
Use reusable shopping bags this week,1,Low,1745823868000,5793ef8c-4443-4792-a46a-1969b725291f,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745823879000,5793ef8c-4443-4792-a46a-1969b725291f,Recycling and Upcycling
Use your reusable water bottle every day this week,1,Low,1745823880000,5793ef8c-4443-4792-a46a-1969b725291f,Around the House
Use your reusable water bottle every day this week,1,Low,1745823882000,ff09205c-0242-40ae-a849-784789b4ba88,Around the House
Turn off the lights when not in use this week,1,Low,1745823883000,5793ef8c-4443-4792-a46a-1969b725291f,Energy Efficiency
Turn off the lights when not in use this week,1,Low,1745823885000,ff09205c-0242-40ae-a849-784789b4ba88,Energy Efficiency
Have a leftovers-only meal,1,Low,1745823885000,5793ef8c-4443-4792-a46a-1969b725291f,Food and Dining
Recycle your plastic bags this week,1,Low,1745823887000,5793ef8c-4443-4792-a46a-1969b725291f,Recycling and Upcycling
Walk instead of drive for an errand,1,Low,1745823891000,5793ef8c-4443-4792-a46a-1969b725291f,Health and Wellness
Wash only full loads of laundry this week,1,Low,1745823891000,5793ef8c-4443-4792-a46a-1969b725291f,Around the House
Set up and use recycling bins in your household,1,Low,1745823894000,5793ef8c-4443-4792-a46a-1969b725291f,Around the House
Pack your leftovers in reusable containers this week,1,Low,1745823896000,5793ef8c-4443-4792-a46a-1969b725291f,Around the House
Buy gifts from local vendors,2,Med,1745823908000,5793ef8c-4443-4792-a46a-1969b725291f,Health and Wellness
Unplug your unused electronics this week,3,Low,1745823913000,5793ef8c-4443-4792-a46a-1969b725291f,Energy Efficiency
Use reusable shopping bags this week,1,Low,1745824462000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Around the House
Turn off the lights when not in use this week,1,Low,1745824478000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Energy Efficiency
Have a leftovers-only meal,1,Low,1745824484000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Food and Dining
Recycle your plastic bags this week,1,Low,1745824494000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Recycling and Upcycling
Walk instead of drive for an errand,1,Low,1745824498000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Health and Wellness
Wash only full loads of laundry this week,1,Low,1745824507000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Around the House
Set up and use recycling bins in your household,1,Low,1745824565000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Around the House
Pack your leftovers in reusable containers this week,1,Low,1745824570000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745824595000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Recycling and Upcycling
Use your reusable water bottle every day this week,1,Low,1745824596000,a7c90e81-3abe-4ed5-becb-462c6c2825f1,Around the House
Walk instead of drive for an errand,1,Low,1745996527000,ff09205c-0242-40ae-a849-784789b4ba88,Health and Wellness
Buy gifts from local vendors,2,Med,1745996598000,ff09205c-0242-40ae-a849-784789b4ba88,Health and Wellness
Compost your food waste at home this week,1,Low,1738087323000,278d3acb-f206-425c-949d-dd46880200ff,Food and Dining
Learn about Black environmental leaders,1,Low,1738397337000,821ce161-3539-4b46-858a-437deb80e1b8,Education and Advocacy
Have a leftovers-only meal,1,Low,1738397420000,821ce161-3539-4b46-858a-437deb80e1b8,Food and Dining
Turn off the lights when not in use this week,1,Low,1738598299000,821ce161-3539-4b46-858a-437deb80e1b8,Energy Efficiency
Learn the basics of climate change and greenhouse gas emissions,1,Low,1738658288000,821ce161-3539-4b46-858a-437deb80e1b8,Education and Advocacy
Wash only full loads of laundry this week,1,Low,1738840949000,821ce161-3539-4b46-858a-437deb80e1b8,Around the House
Safely dispose of your e-waste on UWB campus,3,Med,1743994266000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Set your refrigerator to 36-38 degrees,1,Low,1743994323000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Follow UWB Sustainability on Instagram,1,Low,1743994358000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Use your reusable water bottle every day this week,1,Low,1743994390000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Attend the UWB Earth Day Fair April 15th,1,Low,1744029822000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Use your U-PASS around campus this week,1,Low,1744029862000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Transportation and Travel
Rinse your plastics before recycling them this week,1,Low,1744029887000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Turn off the lights when not in use this week,1,Low,1744029897000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Turn off the lights when not in use this week,1,Low,1744681909000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Wash only full loads of laundry this week,1,Low,1744681922000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Unplug your unused electronics this week,3,Low,1744681931000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Learn about the climate impact of your home,1,Low,1744681941000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Follow UWB Alliance 4 Sustainability,1,Low,1744682041000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Learn about UW Sustainability student groups,1,Low,1744682059000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Check out a new green space on UW Bothell campus,1,Low,1744682070000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Check out the Integrate It! Sustainability blog,1,Low,1744682101000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Set up and use recycling bins in your household,1,Low,1745051971000,821ce161-3539-4b46-858a-437deb80e1b8,Around the House
Check out the Integrate It! Sustainability blog,1,Low,1745122639000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Check out a new green space on UW Bothell campus,1,Low,1745122645000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Follow UWB Alliance 4 Sustainability,1,Low,1745122648000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Unplug your unused electronics this week,3,Low,1745122651000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Use your reusable water bottle every day this week,1,Low,1745122668000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745122676000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Recycle your plastic bags this week,1,Low,1745122680000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Learn about Plastic Free July,1,Low,1745122690000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Eliminate or switch to plastic-free or reusable straws,1,Low,1745122694000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Use reusable shopping bags this week,1,Low,1745122698000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Turn off the lights when not in use this week,1,Low,1745122710000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Switch one standard bulb to LED lights,10,Med,1745122719000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Get familiar with your utility bill this month,1,Low,1745122739000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Learn about switching to a heat pump,1,Low,1745122755000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Learn about home solar options,1,Low,1745122763000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Attend the UWB/Cascadia Earth Day Fair April 15th,1,Low,1745122801000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Follow UWB Sustainability on Instagram,1,Low,1745122805000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Subscribe to the UWB/Cascadia Sustainability YouTube Channel,1,Low,1745122824000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Sell or donate your old clothing and accessories this year,2,Low,1745122909000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
A day without meat,2,Low,1745122939000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Food and Dining
Read up on the climate impact of food,1,Low,1745122973000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Food and Dining
Learn how food waste impacts the climate,1,Low,1745122994000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Food and Dining
Learn about keeping recycling workers safe,1,Low,1745123046000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Learn about America Recycles Day (November 15),1,Low,1745123061000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Set up and use recycling bins in your household,1,Low,1745123090000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Set up and use recycling bins in your household,1,Low,1745244399000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Rinse your plastics before recycling them this week,1,Low,1745244406000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Learn about keeping recycling workers safe,1,Low,1745244413000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Learn about America Recycles Day (November 15),1,Low,1745244422000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745244426000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Turn down your heater 2 degrees this week,2,Low,1745244444000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Wash your laundry late morning or at night this week,2,Low,1745244634000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Unplug your unused electronics this week,3,Low,1745244641000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Get familiar with your utility bill this month,1,Low,1745244650000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Stream videos on a device other than a gaming console this week,1,Low,1745244661000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Put your gaming consoles in saving mode this month,1,Low,1745244670000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Learn about energy from unused electronics,1,Low,1745244681000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Unplug your unused electronics this week,3,Low,1745513012000,821ce161-3539-4b46-858a-437deb80e1b8,Energy Efficiency
Turn off the lights when not in use this week,1,Low,1745513025000,821ce161-3539-4b46-858a-437deb80e1b8,Energy Efficiency
Switch one standard bulb to LED lights,10,Med,1745513049000,821ce161-3539-4b46-858a-437deb80e1b8,Energy Efficiency
Put your gaming consoles in saving mode this month,1,Low,1746139209000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Stream videos on a device other than a gaming console this week,1,Low,1746139212000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Get familiar with your utility bill this month,1,Low,1746139218000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Learn about home solar options,1,Low,1746139229000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Learn about switching to a heat pump,1,Low,1746139233000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Learn about the benefits switching to an electric car,1,Low,1746139240000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Transportation and Travel
Learn about electric bikes,1,Low,1746139243000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Read up on tips for bike commuting,1,Low,1746139251000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Get your bike ready to ride,1,Low,1746139263000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Transportation and Travel
Wash your laundry late morning or at night this week,2,Low,1746139270000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Unplug your unused electronics this week,3,Low,1746139276000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Energy Efficiency
Follow UWB Sustainability on Instagram,1,Low,1746139288000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Learn about UW Sustainability student groups,1,Low,1746139293000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Safely dispose of your e-waste on UWB campus,3,Med,1746139298000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Write to your future self about climate change,1,Low,1746139339000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Education and Advocacy
Use reusable shopping bags this week,1,Low,1746139354000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1746139357000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Recycling and Upcycling
Set up and use recycling bins in your household,1,Low,1746139363000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Request a home energy assesment,1,Low,1746287673000,821ce161-3539-4b46-858a-437deb80e1b8,Energy Efficiency
Recycle or compost your lawn clippings this month,1,Low,1746287705000,821ce161-3539-4b46-858a-437deb80e1b8,Around the House
Check out Lectric eBikes eco-friendly micromobility products.,1,Low,1747388595000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Transportation and Travel
Set up and use recycling bins in your household,1,Low,1747610188000,e7ed74e2-3fe2-45c6-b873-c7a1b1d1e0d7,Around the House
Take the train instead of your car,7,Med,1750615933000,31692460-5a77-4251-bd9c-65bcbf98a836,Transportation and Travel
Pack your leftovers in reusable containers this week,1,Low,1750615948000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Walk instead of drive for an errand,1,Low,1750615957000,31692460-5a77-4251-bd9c-65bcbf98a836,Health and Wellness
Use wool dryer balls in your dryer this month,2,Low,1750615969000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Switch one standard bulb to LED lights,10,Med,1750616007000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
Set up and use a home composting system,8,Med,1750616030000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Install solar-powered outdoor lights,8,Med,1750616044000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Unplug your unused electronics this week,3,Low,1750616096000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
Turn off the lights when not in use this week,1,Low,1750616202000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
A day without meat,2,Low,1750616218000,31692460-5a77-4251-bd9c-65bcbf98a836,Food and Dining
Turn down your heater 2 degrees this week,2,Low,1750616363000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Use A/C alternatives to cool your home for a day,2,Low,1750616394000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Set up and use recycling bins in your household,1,Low,1750616399000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Turn off your automatic ice maker for 1 month,1,Low,1750616413000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
Close your curtains or blinds this week,2,Med,1750616423000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
Replace or clean your air filters this season,6,Low,1750616526000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Opt for a beef-free burger,1,Low,1750616611000,31692460-5a77-4251-bd9c-65bcbf98a836,Food and Dining
Switch to reusable makeup wipes or a sustainable makeup remover,1,Low,1750616627000,31692460-5a77-4251-bd9c-65bcbf98a836,Health and Wellness
Buy second-hand sports gear,2,Low,1750616662000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Buy second-hand outdoor gear,2,Low,1750616669000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Buy second-hand jewelry,1,Low,1750616676000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Buy second-hand clothes,1,Low,1750616683000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Buy some second-hand books,1,Low,1750616690000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Buy second-hand furniture,2,Low,1750616698000,31692460-5a77-4251-bd9c-65bcbf98a836,Recycling and Upcycling
Wash only full loads of laundry this week,1,Low,1750616753000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Learn about the climate impact of your home,1,Low,1750616762000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Set your phone in low power mode this month,1,Low,1750616811000,31692460-5a77-4251-bd9c-65bcbf98a836,Energy Efficiency
Learn the basics of climate change and greenhouse gas emissions,1,Low,1750616831000,31692460-5a77-4251-bd9c-65bcbf98a836,Education and Advocacy
Compost your food waste this week,1,Low,1750616882000,31692460-5a77-4251-bd9c-65bcbf98a836,Food and Dining
Do your laundry in cold water this week,2,Low,1750616950000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Install a new home smart thermostat,110,Med,1750617022000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Raise your A/C temperature to 74 degrees this week,2,Low,1750617048000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Let the fallen leaves nurture your lawn this month,1,Low,1750617067000,31692460-5a77-4251-bd9c-65bcbf98a836,Around the House
Pack your leftovers in reusable containers this week,1,Low,1744641675000,42d7bc6f-cb24-45d3-b3b7-64ba9d2a29b5,Around the House
Sell your clothes at Crossroads Trading,3,Med,1744641704000,42d7bc6f-cb24-45d3-b3b7-64ba9d2a29b5,Recycling and Upcycling
Sign the Pledge poster during the April 28 Earth Day Extravaganza,1,Low,1745823844000,8b78e174-0699-478d-a645-975a5bba702e,Education and Advocacy
Use your reusable water bottle every day this week,1,Low,1745824115000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Around the House
Turn off the lights when not in use this week,1,Low,1745824121000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Energy Efficiency
Use reusable shopping bags this week,1,Low,1745824129000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Around the House
Have a leftovers-only meal,1,Low,1745824134000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Food and Dining
Recycle your plastic bags this week,1,Low,1745824136000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Recycling and Upcycling
Wash only full loads of laundry this week,1,Low,1745824146000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Around the House
Pack your leftovers in reusable containers this week,1,Low,1745824151000,c0414d8e-e2cd-479b-b4ff-f65fe3f98013,Around the House
Walk instead of drive for an errand,1,Low,1745825565000,8b78e174-0699-478d-a645-975a5bba702e,Health and Wellness
Recycle your plastic bags this week,1,Low,1745825570000,8b78e174-0699-478d-a645-975a5bba702e,Recycling and Upcycling
Have a leftovers-only meal,1,Low,1745825575000,8b78e174-0699-478d-a645-975a5bba702e,Food and Dining
Use your U-PASS around campus this week,1,Low,1745915868000,41568cb7-0d0c-4525-80cf-62e2aef84717,Transportation and Travel
Use your U-PASS around campus this week,1,Low,1746088644000,41568cb7-0d0c-4525-80cf-62e2aef84717,Transportation and Travel
Use your U-PASS around campus this week,1,Low,1746522018000,41568cb7-0d0c-4525-80cf-62e2aef84717,Transportation and Travel
Pack your leftovers in reusable containers this week,1,Low,1746169183000,8b78e174-0699-478d-a645-975a5bba702e,Around the House
Use your reusable water bottle every day this week,1,Low,1746169193000,8b78e174-0699-478d-a645-975a5bba702e,Around the House
Have a leftovers-only meal,1,Low,1746169199000,8b78e174-0699-478d-a645-975a5bba702e,Food and Dining
Wash only full loads of laundry this week,1,Low,1746169204000,8b78e174-0699-478d-a645-975a5bba702e,Around the House
Commute by leg power - walk or bike to work or school,1,Low,1746169208000,8b78e174-0699-478d-a645-975a5bba702e,Transportation and Travel
