Title,URL,Image URL,Habits,External Links (from Habits),Habit Forming Challenges,ID # (from Habit Forming Challenges),One Off Challenges,ID # (from One Off Challenges),Projects,ID # (from Projects),Partner Challenges Duluth,Partner Challenges Duluth copy,Projects copy,Partner Challenges TalkingRain copy,Partner Challenges WashU copy,Partner Challenges WashU copy,Partner Challenges WashU copy,Partner Challenges TMMC copy,Partner Challenges TMMC copy,Partner Challenges Arlington copy,Sponsors,Partner Challenges Arlington copy,Copia de Partner Challenges SB,Partner Challenges FCCPS copy,Partner Challenges WMich copy,Partner Challenges Demo copy,Partner Challenges PNWCW copy,Partner Challenges CSP copy,Partner Challenges Sunripe copy
"Benefits of Energy Star windows, doors and skylights",https://www.energystar.gov/products/building_products/residential_windows_doors_and_skylights/benefits,https://images.emeraldtechnology.net/images/Energy_Star_Logo.jpg,,,"COHH0002,CHEA0046,CHEA0047","COHH0002, CHEA0046, CHEA0047",,,,,,,,,,,,,,,,,,,,,,,
Trader Joe's Wool Dryer Balls,https://www.traderjoesreviews.com/product/trader-joes-4-wool-dryer-balls-reviews/,https://www.traderjoesreviews.com/wp-content/uploads/2021/02/wool-dryer-balls.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean energy wind turbine overview,https://www.clean-energy-ideas.com/wind/wind-turbines/how-much-energy-does-a-wind-turbine-produce/,https://www.clean-energy-ideas.com/wp-content/uploads/2019/10/wind-turbine-producing-energy.jpg,,,COHH0007,COHH0007,,,,,,,,,,,,,,,,,,,,,,,
My Climate Journey podcast,https://www.myclimatejourney.co/,https://static1.squarespace.com/static/5ca65ab377b9030e46ce0156/t/5dddac3fe4c5152fe538213f/1574808641422/%5BUSE%2BTHIS%2BONE%5D%2BMy%2BClimate%2BJourney%2BPodcast%2BLogo.jpg?format=1500w,,,CHEA0001,CHEA0001,,,,,,,,,,,,,,,,,,,,,,,
To a Lesser Degree - Climate podcast from the Economist,https://www.economist.com/podcasts/2021/09/25/to-a-lesser-degree-a-new-climate-podcast-from-the-economist,https://www.economist.com/img/b/1920/1080/90/sites/default/files/tald_1920_1080.png,,,CHEA0001,CHEA0001,,,,,,,,,,,,,,,,,,,,,,,
Energy Star most efficient refrigerators 2021,https://www.energystar.gov/productfinder/most-efficient/me-certified-refrigerators?type_filter=Top+Freezer&type_filter=Bottom+Freezer&type_filter=Side-by-Side,https://images.emeraldtechnology.net/images/Energy_Star_Logo.jpg,,,"CHEE0005,CHEA0046","CHEE0005, CHEA0046",,,,,,,,,,,,,,,,,,,,,,,
How to Save a Planet podcast,https://gimletmedia.com/shows/howtosaveaplanet,https://gimlet.spotifycdn.com/social_previews/4217a96d-5d3f-44b0-a58f-2fcaa59466c5/full.jpg,,,CHEA0001,CHEA0001,,,,,,,,,,,,,,,,,,,,,,,
The energy costs of cooling and heating a home,https://www.npr.org/templates/story/story.php?storyId=13941744,https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,,,CHEE0007,CHEE0007,,,,,,,,,,,,,,,,,,,,,,,
The differences between heat pumps and a furnace,https://www.thisoldhouse.com/heating-cooling/21097106/whats-the-difference-between-a-heat-pump-and-furnace,https://cdn.vox-cdn.com/thumbor/d-I0qE6LGvJNjEgKaIqKNKSZ5fk=/0x46:2390x1297/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19637458/richard_furnace.jpg,,,COEE0002,COEE0002,,,,,,,,,,,,,,,,,,,,,,,
Best solar power banks,https://www.treehugger.com/best-solar-power-banks-5080126,"https://www.treehugger.com/thmb/ZBBpkTAvF1PGtbokBzEdXQjI0YA=/2121x1414/filters:fill(auto,1)/GettyImages-1200416190-86775bb77d4b48fb9b105312757af865.jpg",,,COEE0003,COEE0003,,,,,,,,,,,,,,,,,,,,,,,
Investopedia ESG overview,https://www.investopedia.com/terms/e/environmental-social-and-governance-esg-criteria.asp,"https://www.investopedia.com/thmb/zYxV-wG8j43VbVVP2hLqAHBqDpI=/1144x1037/filters:fill(auto,1)/Circles_of_Sustainability_image_assessment_-_Melbourne_2011-7651bbbfc9e841a1a806d0503908af0d.jpg",,,"CHEA0002,CHAW0010","CHEA0002, CHAW0010",,,,,,,,,,,,,,,,,,,,,,,
Ways to reduce junkmail,https://www.consumer.ftc.gov/articles/how-stop-junk-mail#mail,https://www.consumer.ftc.gov/sites/www.consumer.ftc.gov/files/default_images/ftc_social_share_default_en.jpg,,,COHH0008,COHH0008,,,,,,,,,,,,,,,,,,,,,,,
Save airplane emissions by packing light,https://www.flyaware.com/your-journey/pack-lighter/how-packing-lighter-can-reduce-emissions/,https://www.flyaware.com/assets/uploads/2020/01/packing-lighter-share-image.jpg,,,CHTT0016,CHTT0016,,,,,,,,,,,,,,,,,,,,,,,
Household carbon emissions,https://www.pnas.org/content/117/32/19122,https://www.pnas.org/content/117/32/19122/F1.large.jpg,,,COEA0007,COEA0007,,,,,,,,,,,,,,,,,,,,,,,
Al Gore Climate Change Ted talk,https://www.ted.com/talks/al_gore_how_to_make_radical_climate_action_the_new_normal?utm_campaign=tedspread&utm_medium=referral&utm_source=tedcomshare,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/fa38b482-9d0f-4869-b080-e148921f26a6/AlGore_2021T-embed.jpg?c=1050%2C550&w=1050,,,COEA0008,COEA0008,,,,,,,,,,,,,,,,,,,,,,,
Ten of the best YouTube videos on climate change,https://www.carbonbrief.org/10-of-the-best-youtube-videos-on-climate-change,https://www.carbonbrief.org/wp-content/uploads/2015/09/Last-week-tonight-with-John-Oliver.jpg,,,"COEA0008,CHEA0043","COEA0008, CHEA0043",,,,,,,,,,,,,,,,,,,,,,,
Best water leak sensors 2021,https://www.pcmag.com/picks/the-best-smart-water-leak-detectors,https://i.pcmag.com/imagery/roundups/04Mh5TTtIOxv3KvrfvBFhSU-4.fit_lim.size_1200x630.v1615219767.jpg,,,COHH0001,COHH0001,,,,,,,,,,,,,,,,,,,,,,,
Energy.gov home energy assesments,https://www.energy.gov/energysaver/professional-home-energy-assessments,https://www.energy.gov/sites/default/files/styles/photo_gallery_509_x_678_/public/2021-11/shutterstock_1653113425.jpg?itok=vADkGijF,,,COHH0006,COHH0006,,,,,,,,,,,,,,,,,,,,,,,
How much does electricity cost,https://www.inspirecleanenergy.com/blog/clean-energy-101/how-much-does-electricity-cost,https://images.ctfassets.net/0fol1oltsp9p/5CNY7U5znvqcNLCAGfTMJr/7c3857c9b598cfa16b0d550189bd6bb1/How_Much_Does_Electricity_Cost.jpg?w=1200&h=630&fit=fill,,,CHEE0009,CHEE0009,,,,,,,,,,,,,,,,,,,,,,,
"Climate change: Should you fly, drive or take the train?",https://www.bbc.com/news/science-environment-49349566,https://ichef.bbci.co.uk/news/1024/branded_news/91A3/production/_108338273_gettyimages-1157182195.jpg,,,COTT0001,COTT0001,,,,,,,,,,,,,,,,,,,,,,,
Google Maps public transit directions,https://support.google.com/maps/answer/6142130?hl=en,https://images.emeraldtechnology.net/images/google_maps_public_transport.jpg,,,CHTT0005,CHTT0005,,,,,,,,,,,,,,,,,,,,,,,
Uber Green,https://www.uber.com/us/en/ride/ubergreen/,https://d3i4yxtzktqr9n.cloudfront.net/uber-sites/f452c7aefd72a6f52b36705c8015464e.jpg,,,CHTT0011,CHTT0011,,,,,,,,,,,,,,,,,,,,,,,
Waze carpool,https://www.waze.com/carpool/,https://lh3.googleusercontent.com/AuI79N0xGtd1W7ARQrlr_1ktLgmamXdTw6bcQjqvoupKbuVSNjX4LMhztGUJbqCfKcnB65n3CD3CTwfPYAfSpsdSdS4YUtCHrmgZNw=h630-w1200,,,CHTT0003,CHTT0003,,,,,,,,,,,,,,,,,,,,,,,
Simple Veganista marinara sauce recipe,https://simple-veganista.com/marinara-sauce/,https://i2.wp.com/simple-veganista.com/wp-content/uploads/2020/01/best-marinara-sauce-recipe-8.jpg,,,CHFD0003,CHFD0003,,,,,,,,,,,,,,,,,,,,,,,
All Recipes easy vegan pasta sauce,https://www.allrecipes.com/recipe/23982/easy-vegan-pasta-sauce/,https://www.allrecipes.com/thmb/3j-irxvg-sOawZfxFXmrkqbZojY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4530188-117a1af9ec834a8084b22ca05a382c44.jpg,,,CHFD0003,CHFD0003,,,,,,,,,,,,,,,,,,,,,,,
Trash each person creates per year,https://www.titlemax.com/discovery-center/lifestyle/trash-one-person-produces-year/,https://www.titlemax.com/media/trash-one-person-produces-one-year-3_thumb.png,,,CHHH0019,CHHH0019,,,,,,,,,,,,,,,,,,,,,,,
CNet best smart thermostats,https://www.cnet.com/home/energy-and-utilities/best-smart-thermostats/,https://www.cnet.com/a/img/ssbRbe2ZgRLCsXhdSRkB-kzWRdY=/1200x630/2017/07/27/94035096-f1b7-47cd-8bdd-60a1419c6871/img-1879.jpg,,,COHH0009,COHH0009,,,,,,,,,,,,,,,,,,,,,,,
Seattle Green Up Renewable Energy Credit program,https://www.seattle.gov/city-light/residential-services/home-energy-solutions/renewable-energy-credits,https://www.seattle.gov/Images/Departments/CityLight/ResidentialServices/Green-e-Energy-Certified.png,HHH0006,HHH0006,CHHH0021,CHHH0021,,,,,,,,,,,,,,,,,,,,,,,
That second refrigerator is a bad idea,https://www.consumerreports.org/refrigerators/second-refrigerator-is-running-up-your-utility-bill-a1092930681/,https://article.images.consumerreports.org/image/upload/t_article_tout/v1516808947/prod/content/dam/CRO%20Images%202018/Home-Garden/January/CR-Home-Hero-second-fridge-V2-0118,,,CHHH0022,CHHH0022,,,,,,,,,,,,,,,,,,,,,,,
Planning a vegetable garden,https://www.bhg.com/gardening/vegetable/vegetables/planning-your-first-vegetable-garden/,https://imagesvc.meredithcorp.io/v3/mm/image?q=60&c=sc&poi=%5B463%2C870%5D&w=1159&h=580&url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F37%2F2020%2F05%2F11%2Fwoman-haarvesting-vegetables-in-garden-ad4e9942.jpg,,,CHFD0027,CHFD0027,,,,,,,,,,,,,,,,,,,,,,,
Climate and Environmental impact of smartphones,https://www.cnn.com/2021/10/03/tech/right-to-repair-climate-environmental-impact/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210915143021-05-right-to-repair-environmental-impact-restricted-super-tease.jpg,,,CHRU0004,CHRU0004,,,,,,,,,,,,,,,,,,,,,,,
Repair not recycle to reduce ewaste,https://www.weforum.org/agenda/2021/07/repair-not-recycle-tackle-ewaste-circular-economy-smartphones/,https://assets.weforum.org/article/image/responsive_medium_S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG,,,CHRU0004,CHRU0004,,,,,,,,,,,,,,,,,,,,,,,
25 ways to save water,https://www.volusia.org/services/growth-and-resource-management/environmental-management/natural-resources/water-conservation/25-ways-to-save-water.stml,https://images.emeraldtechnology.net/images/ways_to_save_water.jpg,,,CHHH0023,CHHH0023,,,,,,,,,,,,,,,,,,,,,,,
Where to donate clothes,https://www.goodhousekeeping.com/life/a34301625/where-to-donate-clothes/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/ghkguidetogiving-donateclothesindex-1604931160.jpg?crop=0.807xw:0.404xh;0.0967xw,0.0466xh&resize=1200:*",,,CHRU0005,CHRU0005,,,,,,,,,,,,,,,,,,,,,,,
Best low flow showerheads,https://www.treehugger.com/best-shower-heads-5086864,"https://www.treehugger.com/thmb/fKZUJVesfjkE_vYb6eoFi_pxia8=/6250x4167/filters:fill(auto,1)/TREEHUGGER-9-best-shower-heads-5086864-final-01-dfaaea3874ce47c090002d0e7beeb976.jpg",,,COHH0010,COHH0010,,,,,,,,,,,,,,,,,,,,,,,
Earth911 guide to clean recyclables,https://earth911.com/home-garden/clean-recyclables/,https://earth911.com/wp-content/uploads/2017/05/AdobeStock_106303147_1200X675.jpeg,,,CHRU0007,CHRU0007,,,,,,,,,,,,,,,,,,,,,,,
How to compost your Christmas tree,https://www.pickyourownchristmastree.org/disposing.php,https://images.emeraldtechnology.net/images/compost_christmas_tree.jpg,,,CHRU0008,CHRU0008,,,,,,,,,,,,,,,,,,,,,,,
Low Carbon Diet,https://www.weightwatchers.com/us/blog/weight-loss/low-carbon-diet,https://cmx.weightwatchers.com/assets-proxy/weight-watchers/image/upload/v1594406683/visitor-site/prod/us/lowcarbondiet_offset_506432_masthead_1200x628_ht6mei,,,COEA0006,COEA0006,,,,,,,,,,,,,,,,,,,,,,,
World Resources Institute Protein Scorecard,https://www.wri.org/data/protein-scorecard,https://files.wri.org/d8/s3fs-public/styles/1440x550/s3/WRI_Protein_Scorecard_final_0.jpg?VersionId=j5WoBKj2sViUYHyL5Vbi_vH7FqvlHY7U&h=064ba1ed&itok=lZGC7OSy,,,COEA0006,COEA0006,,,,,,,,,,,,,,,,,,,,,,,
Earth911.com guide to home energy use,https://earth911.com/home-garden/reduce-carbon-footprint-home-energy-use/,https://earth911.com/wp-content/uploads/2018/04/home-energy_thermostat_1200x622.jpg,,,COEA0007,COEA0007,,,,,,,,,,,,,,,,,,,,,,,
Energy Sage 10 ways to save home energy,https://www.energysage.com/energy-efficiency/101/ways-to-save-energy/,https://images.emeraldtechnology.net/images/energy_sage_logo.png,,,COEA0007,COEA0007,,,,,,,,,,,,,,,,,,,,,,,
EPA climate change transportation guide,https://www.epa.gov/transportation-air-pollution-and-climate-change/carbon-pollution-transportation,https://images.emeraldtechnology.net/images/EPA_Logo.png,,,COEA0009,COEA0009,,,,,,TKRTT0003,,,,,,,,,,,,,,,,,
EPA Greenhouse Gas Emissions from passenger vehichles,https://www.epa.gov/greenvehicles/greenhouse-gas-emissions-typical-passenger-vehicle,https://images.emeraldtechnology.net/images/EPA_Logo.png,,,COEA0009,COEA0009,,,,,,TKRTT0003,,,,,,,,,,,,,,,,,
Fuel economy and climate change,https://www.fueleconomy.gov/feg/climate.shtml,https://images.emeraldtechnology.net/images/Department-of-Energy-Effieciency.png,,,COEA0009,COEA0009,,,,,,TKRTT0003,,,,,,,,,,,,,,,,,
Carbon emissions from flights,https://www.npr.org/2021/10/06/1043803529/google-flights-carbon-emissions-air-travel,https://media.npr.org/assets/img/2021/10/06/gettyimages-1302813215_wide-6c48e5a6aff547d2703693450c4805978de47435.jpg?s=1400,,,,,,,,,,TKRTT0003,,,,,,,,,,,,,,,,,
Ultimate vegetarian burrito recipe,https://dishingouthealth.com/vegetarian-burrito/,https://dishingouthealth.com/wp-content/uploads/2021/06/VegetarianBurritos_Horizontal.jpg,,,CHFD0028,CHFD0028,,,,,,,,,,,,,,,,,,,,,,,
BBC GoodFood vegan burritos,https://www.bbcgoodfood.com/recipes/vegan-burritos,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/burrito-bf165ae.jpg,,,CHFD0028,CHFD0028,,,,,,,,,,,,,,,,,,,,,,,
All Recipes Vegetarian bean burritos,https://www.allrecipes.com/recipe/53141/vegetarian-bean-burritos/,https://www.allrecipes.com/thmb/z1WAnDjvGuTHprxDkagp7T_z_rA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/875013-5c9d0be1a3bd437b831266dbede2a312.jpg,,,CHFD0028,CHFD0028,,,,,,,,,,,,,,,,,,,,,,,
Chipotles best vegetarian menu items,https://www.businessinsider.com/chipotle-best-vegan-vegetarian-menu-items-2019-4#flour-tortilla-with-rice-protein-and-produce-5,https://i.insider.com/5cc0d72d16c65a3c1d7bf412?width=1200&format=jpeg,,,CHFD0028,CHFD0028,,,,,,,,,,,,,,,,,,,,,,,
General Tso's Tofu,https://simpleveganblog.com/general-tsos-tofu/,https://simpleveganblog.com/wp-content/uploads/2018/12/General-tsos-tofu.jpg,,,CHFD0029,CHFD0029,,,,,,,,,,,,,,,,,,,,,,,
Garlic Tofu Stir Fry,https://shuangyskitchensink.com/chinese-garlic-tofu-stir-fry/,https://shuangyskitchensink.com/wp-content/uploads/2020/06/Asian-garlic-tofu-main-2.jpg,,,CHFD0029,CHFD0029,,,,,,,,,,,,,,,,,,,,,,,
Tofu and Broccoli,https://tasty.co/recipe/chinese-takeout-style-tofu-and-broccoli,https://img.buzzfeed.com/video-api-prod/assets/c0a669316b934eb68858adde9a6b2d19/BFV21932_Tofu_Beef_And_Broccoli_THUMB.jpg,,,CHFD0029,CHFD0029,,,,,,,,,,,,,,,,,,,,,,,
What is Eco Mode,https://cartreatments.com/what-is-eco-mode/,https://cartreatments.com/wp-content/uploads/what-is-eco-mode.jpg,,,CHTT0018,CHTT0018,,,,,,,,,,,,,,,,,,,,,,,
Cars.com Eco Mode Explained,https://www.cars.com/articles/what-is-eco-mode-440386/,https://images.cars.com/cldstatic/wp-content/uploads/honda-odyssey-elite-2021-28-controls--drive-mode--front-row--interior.jpg,,,CHTT0018,CHTT0018,,,,,,,,,,,,,,,,,,,,,,,
BBC The Climate Question Podcast,https://www.bbc.co.uk/programmes/w13xtvb6/episodes/downloads,https://ichef.bbci.co.uk/images/ic/1200x675/p08vpp9b.jpg,,,CHEA0001,CHEA0001,,,,,,,,,,,,,,,,,,,,,,,
Green Living Magazine on Instagram,https://www.instagram.com/greenlivingmag/?hl=en,https://images.emeraldtechnology.net/images/instagram-logo.jpg,,,CHEA0004,CHEA0004,,,,,,,,,,,,,,,,,,,,,,,
Good Earth Influence on Instagram - an archive of sustainability content,https://www.instagram.com/goodearthfluence/?hl=en,https://images.emeraldtechnology.net/images/instagram-logo.jpg,,,CHEA0004,CHEA0004,,,,,,,,,,,,,,,,,,,,,,,
Cloudpaper.co bamboo vs recycled toilet paper,https://cloudpaper.co/blogs/cloud-paper-blog/best-eco-friendly-toilet-paper,https://cdn.shopify.com/s/files/1/0154/2612/5888/articles/bamboo_versus_recycled_toilet_paper_1200x1200.png?v=1627594337,,,CHHW0004,CHHW0004,,,,,,,,,,,,,,,,,,,,,,,
Treehugger.com eco friendly toilet paper compared,https://www.treehugger.com/eco-friendly-toilet-paper-bamboo-vs-recycled-5114452,"https://www.treehugger.com/thmb/YXyKCKtySeBr7m40oNGdYlDQeGo=/2121x1414/filters:fill(auto,1)/GettyImages-1218595536-276bcdb59f2d4080a4712ba24091d6f7.jpg",,,CHHW0004,CHHW0004,,,,,,,,,,,,,,,,,,,,,,,
Electric kettle energy efficiency,"https://insideenergy.org/2016/02/23/boiling-water-ieq/#:~:text=An%20electric%20teakettle%20is%20about,is%20about%2085%20percent%20efficient.",https://insideenergy.org/wp-content/uploads/2016/10/hqdefault-20.jpg,,,CHHH0024,CHHH0024,,,,,,,,,,,,,,,,,,,,,,,
Foodsguy guide to energy efficient kettles,https://foodsguy.com/energy-efficient-kettles/,https://foodsguy.com/wp-content/uploads/2021/05/9-Best-Energy-Efficient-Kettles.jpg,,,CHHH0024,CHHH0024,,,,,,,,,,,,,,,,,,,,,,,
Signup for GetGreen,https://www.getgreen.eco/getgreen-app.html,https://www.getgreen.eco/files/theme/images/GetGreen_Color_Full.png,,,CHEA0005,CHEA0005,,,,,,,,,,,,,,,,,,,,,,,
NRDC study on energy savings from game consoles,https://www.nrdc.org/experts/noah-horowitz/latest-game-consoles-environmental-winners-or-losers,https://www.nrdc.org/sites/default/files/styles/social_sharing_1200x630/public/media-uploads/ps5_controller_pxl_20210113_150545211.jpg?h=71976bb4&itok=fUuTtbN-,,,"CHEE0010,CHEE0011","CHEE0010, CHEE0011",,,,,,,,,,,,,,,,,,,,,,,
Xbox default energy setting hurts the environment,https://arstechnica.com/gaming/2021/01/how-the-xboxs-default-instant-on-feature-could-harm-the-environment/,https://cdn.arstechnica.net/wp-content/uploads/2021/01/xobox-series-x-smokestack-760x380.jpg,,,CHEE0010,CHEE0010,,,,,,,,,,,,,,,,,,,,,,,
Energy Star guide to game console power savings,https://www.energystar.gov/products/configuring_todays_game_consoles_use_less_energy_0,https://images.emeraldtechnology.net/images/Energy_Star_Logo.jpg,,,CHEE0010,CHEE0010,,,,,,,,,,,,,,,,,,,,,,,
Poultry instead of beef cuts diet carbon footprint in half,https://www.foodingredientsfirst.com/news/swapping-one-beef-serving-for-poultry-per-day-cuts-diets-carbon-footprint-by-almost-half.html,https://article.innovadatabase.com/articleimgs/article_images/637810378382466387th-McMuffin-BLT-Egg.jpg,,,"CHFD0021,COEA0006","CHFD0021, COEA0006",,,,,,,,,,,,,,,,,,,,,,,
Greta Thunberg on Instagram,https://www.instagram.com/gretathunberg/?hl=en,https://images.emeraldtechnology.net/images/Greta_Thunberg_Twitter.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game consoles can be power hungry streaming devices,https://www.cordcuttersnews.com/group-says-latest-game-consoles-can-be-power-hungry-streaming-devices/,https://www.cordcuttersnews.com/wp-content/uploads/2020/11/PS5-Blu-Ray-1.jpg,,,CHEE0011,CHEE0011,,,,,,,,,,,,,,,,,,,,,,,
World Wildlife Fight Climate Change by Preventing Food Waste,https://www.worldwildlife.org/stories/fight-climate-change-by-preventing-food-waste,https://files.worldwildlife.org/wwfcmsprod/images/Produce_WW139899_world_food_day_story/story_full_width/3bxhl14a9q_Medium_WW139899.jpg,,,COEA0010,COEA0010,,,,,,,,,,,,,,,,,,,,,,,
USDA guide to food waste impact and reduction,https://www.usda.gov/foodlossandwaste/why,https://images.emeraldtechnology.net/images/USDA_Logo.jpg,,,COEA0010,COEA0010,,,,,,,,,,,,,,,,,,,,,,,
Budget Bites Honey Sriracha Tofu Recipe,https://www.budgetbytes.com/honey-sriracha-tofu/,https://www.budgetbytes.com/wp-content/uploads/2021/09/Honey-Sriracha-Tofu-close.jpg,,,CHFD0030,CHFD0030,,,,,,,,,,,,,,,,,,,,,,,
